Source IP,Destination IP,Protocol,Source Port,Destination Port
10.24.73.6,224.0.0.251,UDP,5353,5353
10.24.76.201,224.0.0.251,UDP,5353,5353
10.24.83.104,224.0.0.251,UDP,5353,5353
10.24.64.227,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,65342,1900
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.77.100,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.74.30,224.0.0.22,OTHER,-,-
10.24.74.30,224.0.0.22,OTHER,-,-
10.24.72.194,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.76.190,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.75.237,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.76.147,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.73.6,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.76.235,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.76.118,224.0.0.251,UDP,5353,5353
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.73.6,224.0.0.251,UDP,5353,5353
10.24.77.100,224.0.0.251,UDP,5353,5353
10.24.82.48,224.0.0.251,UDP,5353,5353
10.24.76.235,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.22,OTHER,-,-
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.73.229,224.0.0.252,UDP,60577,5355
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.76.190,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.74.238,224.0.0.251,UDP,5353,5353
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.77.100,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.74.251,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.77.249,224.0.0.251,UDP,5353,5353
10.24.82.48,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.252,UDP,60577,5355
10.24.77.100,224.0.0.251,UDP,5353,5353
10.24.73.50,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.83.202,239.255.255.250,UDP,47336,1900
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.77.128,239.255.255.250,UDP,50638,1900
10.24.74.251,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.22,OTHER,-,-
10.24.83.202,239.255.255.250,UDP,47336,1900
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.75.180,224.0.0.251,OTHER,-,-
10.24.75.180,224.0.0.251,UDP,5353,5353
10.24.75.238,224.0.0.2,OTHER,-,-
10.24.75.238,224.0.0.251,UDP,5353,5353
10.24.82.21,224.0.0.22,OTHER,-,-
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.251,UDP,5353,5353
10.24.75.238,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.82.21,224.0.0.22,OTHER,-,-
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.73.229,239.255.255.250,UDP,59440,1900
10.24.83.202,239.255.255.250,UDP,47336,1900
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.77.18,224.0.0.22,OTHER,-,-
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.73.229,239.255.255.250,UDP,59440,1900
10.24.77.163,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.75.180,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.72.9,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.76.187,224.0.0.22,OTHER,-,-
10.24.65.77,224.0.0.251,UDP,5353,5353
10.24.72.9,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.88.103,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.74.238,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.252,UDP,49425,5355
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.77.18,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.75.180,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.77.18,224.0.0.251,UDP,5353,5353
10.24.77.249,239.255.255.250,UDP,1900,1900
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.75.237,224.0.0.251,UDP,5353,5353
10.24.76.30,224.0.0.251,UDP,5353,5353
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.88.63,239.255.255.250,UDP,59204,1900
10.24.76.15,224.0.0.22,OTHER,-,-
10.24.76.15,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.76.212,224.0.0.251,UDP,5353,5353
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.77.7,224.0.0.251,UDP,5353,5353
10.24.72.32,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.82.103,224.0.0.22,OTHER,-,-
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.82.103,224.0.0.252,UDP,64433,5355
10.24.82.103,224.0.0.22,OTHER,-,-
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.88.63,239.255.255.250,UDP,54760,1900
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.88.63,224.0.0.251,UDP,5353,5353
10.24.76.15,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.76.172,172.64.155.209,TCP,52182,443
10.24.76.172,172.64.155.209,TCP,52182,443
10.24.76.172,172.64.155.209,TCP,52182,443
10.24.76.172,172.64.155.209,TCP,52182,443
10.24.76.172,172.64.155.209,TCP,52182,443
10.24.77.7,224.0.0.251,UDP,5353,5353
10.24.76.187,224.0.0.22,OTHER,-,-
10.24.82.103,224.0.0.22,OTHER,-,-
10.24.76.187,224.0.0.251,UDP,5353,5353
172.64.155.209,10.24.76.172,TCP,443,52182
172.64.155.209,10.24.76.172,TCP,443,52182
172.64.155.209,10.24.76.172,TCP,443,52182
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.77.128,239.255.255.250,UDP,50638,1900
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
172.64.155.209,10.24.76.172,TCP,443,52182
172.64.155.209,10.24.76.172,TCP,443,52182
10.24.76.172,172.64.155.209,TCP,52182,443
10.24.77.163,10.24.95.255,UDP,137,137
10.24.72.165,224.0.0.251,UDP,5353,5353
10.24.81.214,239.255.255.250,UDP,52448,1900
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.76.124,224.0.0.22,OTHER,-,-
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.77.251,224.0.0.251,UDP,5353,5353
10.24.82.103,224.0.0.252,UDP,64433,5355
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.90.3,224.0.0.251,UDP,5353,5353
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.85.21,224.0.0.251,UDP,5353,5353
10.24.85.21,224.0.0.251,UDP,5353,5353
10.24.76.15,224.0.0.22,OTHER,-,-
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.88.63,224.0.0.251,UDP,5353,5353
10.24.88.63,239.255.255.250,UDP,59204,1900
10.24.77.249,224.0.0.251,UDP,5353,5353
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.81.160,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.81.160,239.255.255.250,UDP,62064,1900
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.74.30,239.255.255.250,UDP,58412,1900
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.77.18,224.0.0.251,UDP,5353,5353
10.24.76.130,224.0.0.251,OTHER,-,-
10.24.76.130,224.0.0.251,UDP,5353,5353
10.24.76.124,224.0.0.22,OTHER,-,-
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.77.248,224.0.0.251,UDP,5353,5353
10.24.75.124,224.0.0.251,UDP,5353,5353
10.24.77.207,224.0.0.251,UDP,5353,5353
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.64.227,224.0.0.22,OTHER,-,-
10.24.76.115,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,59529,1900
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.65.77,224.0.0.251,UDP,5353,5353
10.24.76.130,224.0.0.251,UDP,5353,5353
10.24.71.20,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,56086,1900
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.252,UDP,52863,5355
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.77.128,239.255.255.250,UDP,50638,1900
10.24.82.30,224.0.0.22,OTHER,-,-
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.81.214,239.255.255.250,UDP,52448,1900
10.24.64.227,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.82.166,10.24.95.255,UDP,57621,57621
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.22,OTHER,-,-
10.24.77.163,224.0.0.252,UDP,52863,5355
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.76.157,224.0.0.251,UDP,5353,5353
10.24.88.63,224.0.0.251,UDP,5353,5353
10.24.88.63,239.255.255.250,UDP,59204,1900
10.24.73.229,239.255.255.250,UDP,59440,1900
10.24.75.134,224.0.0.251,UDP,5353,5353
10.24.73.229,239.255.255.250,UDP,59440,1900
10.24.74.112,224.0.0.22,OTHER,-,-
10.24.74.112,224.0.0.22,OTHER,-,-
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,59529,1900
10.24.77.163,10.24.95.255,UDP,137,137
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.64.227,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.67.7,224.0.0.251,UDP,5353,5353
10.24.66.247,224.0.0.22,OTHER,-,-
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.66.247,224.0.0.22,OTHER,-,-
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.77.37,10.24.95.255,UDP,137,137
10.24.77.37,10.24.95.255,UDP,137,137
10.24.64.227,224.0.0.251,UDP,5353,5353
10.24.77.37,10.24.95.255,UDP,137,137
10.24.81.214,239.255.255.250,UDP,52448,1900
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.88.63,224.0.0.251,UDP,5353,5353
10.24.88.63,239.255.255.250,UDP,54760,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.66.247,224.0.0.251,UDP,5353,5353
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.66.247,224.0.0.251,UDP,5353,5353
10.24.77.159,255.255.255.255,UDP,54918,1947
10.24.76.172,34.120.208.123,TCP,43886,443
34.120.208.123,10.24.76.172,TCP,443,43886
10.24.76.172,34.120.208.123,TCP,43886,443
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.66.247,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,65207,1900
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.75.5,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.88.63,239.255.255.250,UDP,59204,1900
10.24.86.50,224.0.0.251,UDP,5353,5353
10.24.86.50,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.76.33,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.65.207,224.0.0.251,UDP,5353,5353
10.24.88.63,10.24.95.255,UDP,57621,57621
10.24.77.37,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.78.221,239.255.255.250,UDP,57818,1900
10.24.77.18,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.73.237,224.0.0.251,UDP,5353,5353
10.24.77.241,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.80.214,224.0.0.251,UDP,5353,5353
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.75.134,239.255.255.250,UDP,40831,1900
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.77.249,239.255.255.250,UDP,1900,1900
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.252,UDP,60166,5355
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.77.37,10.24.95.255,UDP,137,137
10.24.82.102,224.0.0.251,UDP,5353,5353
10.24.66.247,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,65207,1900
10.24.88.63,224.0.0.251,UDP,5353,5353
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.75.130,224.0.0.251,OTHER,-,-
10.24.67.52,224.0.0.251,UDP,5353,5353
10.24.74.30,239.255.255.250,UDP,58412,1900
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.252,UDP,60166,5355
10.24.88.63,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.72.44,224.0.0.251,UDP,5353,5353
10.24.88.103,224.0.0.22,OTHER,-,-
10.24.88.103,224.0.0.251,UDP,5353,5353
10.24.76.158,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,56086,1900
10.24.77.241,224.0.0.251,UDP,5353,5353
10.24.77.241,224.0.0.251,UDP,5353,5353
10.24.71.135,239.255.255.250,UDP,56086,1900
10.24.75.33,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.73.237,224.0.0.251,UDP,5353,5353
10.24.77.241,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.72.165,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.37,10.24.95.255,UDP,137,137
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.88.63,239.255.255.250,UDP,54760,1900
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.75.237,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.66.247,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,56268,1900
10.24.71.135,239.255.255.250,UDP,65207,1900
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.75.147,224.0.0.251,UDP,5353,5353
10.24.67.52,224.0.0.251,UDP,5353,5353
10.24.82.50,224.0.0.251,UDP,5353,5353
10.24.82.50,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.76.201,239.255.255.250,UDP,46983,1900
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.75.72,224.0.0.251,UDP,5353,5353
10.24.75.29,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.88.103,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.74.59,224.0.0.251,UDP,5353,5353
10.24.81.81,224.0.0.251,UDP,5353,5353
10.24.81.81,224.0.0.251,UDP,5353,5353
10.24.81.81,224.0.0.251,UDP,5353,5353
10.24.81.81,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.77.100,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.73.124,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.77.37,10.24.95.255,UDP,137,137
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.77.214,224.0.0.251,UDP,5353,5353
10.24.77.37,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.75.5,224.0.0.251,UDP,5353,5353
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.76.78,224.0.0.251,UDP,5353,5353
10.24.86.50,224.0.0.251,UDP,5353,5353
10.24.71.135,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.71.135,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.77.154,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.90.6,224.0.0.251,UDP,5353,5353
10.24.82.102,224.0.0.251,UDP,5353,5353
